Flagged Accounts,Customer Name,TDLinx Code,Address,City,State,Zip,Premise,Channel,Sub-Channel,Owner,Banner
FALSE,Holiday Inn,2587807,2155 E Convention Center Way,Ontario,CA,91764,On-Premise,Lodging,Full Service Lodging,Independent,Holiday Inn
FALSE,Veterans Of Foreign Wars,5241969,10303 Arlington Ave,Riverside,CA,92505,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Arrowhead Country Club,5240941,3433 Parkside Dr,San Bernardino,CA,92404,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Redondo Bch Yacht Club,5262017,210 Yacht Club Way,Redondo Beach,CA,90277,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Shadow Mountain Golf Course,5251202,73800 Ironwood St,Palm Desert,CA,92260,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Veterans Of Foreign Wars,5523576,8751 Industrial Ln,Rancho Cucamonga,CA,91730,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Half Moon Bay Yacht Club,5245752,214 Princeton Ave,Half Moon Bay,CA,94019,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,American Legion,5242205,130 Goodman St,Bakersfield,CA,93305,On-Premise,Recreation,Private Club,Independent,American Legion
FALSE,Diablo Lanes,5252551,1500 Monument Blvd,Concord,CA,94520,On-Premise,Recreation,Billiard/Bowling/Arcade,Independent,No Group Assignment
FALSE,B & W Resort Marina,5501153,964 Brannan Island Rd,Isleton,CA,95641,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Inn At The Tides,5257822,800 Coast Hwy 1,Bodega Bay,CA,94923,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Portuguese Band Of San Jose,1849012,100 N 27th St,San Jose,CA,95116,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Hobson Recreation Center,7874891,843 Mason Rd,Monterey,CA,93944,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,India Community Center,2486949,525 Los Coches St,Milpitas,CA,95035,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Swiss Club Of Imperial Valley,2584131,1585 Worthington Rd,Holtville,CA,92250,On-Premise,Other On-Premise,Institution,Independent,No Group Assignment
FALSE,Welks Resort,5512367,34567 Cathedral Canyon Dr,Cathedral City,CA,92234,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Riviera Beach & Spa,1923700,34630 Pacific Coast Hwy,Capistrano Beach,CA,92624,On-Premise,Lodging,Resort/Convention,Diamond Resorts,No Group Assignment
FALSE,Emerald Cove Resort & Marina,2192212,12571 Marysville Rd,Dobbins,CA,95935,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,San Jose Police Officers Assn,5519709,1151 N 4th St,San Jose,CA,95112,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Veterans Of Foreign Wars,5241544,156 W Saint Charles St,San Andreas,CA,95249,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Sipsong Spirits,7850836,7759 Bell Rd,Windsor,CA,95492,On-Premise,Other On-Premise,Wineries/Vineyards,Independent,No Group Assignment
FALSE,Riva Cucina,2238522,800 Heinz Ave Ste 19,Berkeley,CA,94710,On-Premise,Other On-Premise,Restaurant NA,Independent,No Group Assignment
FALSE,Hacienda Carmel,5230320,1000 Hacienda Carmel,Carmel,CA,93923,On-Premise,Other On-Premise,Institution,Independent,No Group Assignment
FALSE,Fairfield Inn & Suites,7401893,1929 Palomar Oaks Way,Carlsbad,CA,92011,On-Premise,Lodging,Full Service Lodging,Marriott International Inc,Fairfield Inn & Suites
FALSE,Elks Lodge,5241503,1680 Martin Ave,Santa Clara,CA,95050,On-Premise,Recreation,Private Club,Independent,Elks Lodge
FALSE,Oylmpic Country Club,5509748,599 Skyline Blvd,San Francisco,CA,94132,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Winchester Mystery House,5524101,525 S Winchester Blvd,San Jose,CA,95128,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Haven Theater,7340443,102 N Pine St,Nevada City,CA,95959,On-Premise,Recreation,Theater,Independent,No Group Assignment
FALSE,Casino Club,5240528,1885 Hilltop Dr,Redding,CA,96002,On-Premise,Recreation,Casino/Gambling,Independent,No Group Assignment
FALSE,Veterans Of Foreign Wars,5233333,7093 Walnut Ave,Winton,CA,95388,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Petroleum Club,5253546,450 Petroleum Club Rd,Taft,CA,93268,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Rustic Canyon Golf Course,1769213,15100 Happy Camp Canyon Rd,Moorpark,CA,93021,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,The Prestige Club,5247506,115 S Mollison Ave,El Cajon,CA,92020,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,HMS Host San Diego Intl Airport,1832108,3665 N Harbor Dr,San Diego,CA,92101,On-Premise,Caterer,Food Service,HMS Host Corporation,HMS Host
FALSE,Creme de la Creme Catering,2914170,3001 Red Hill Ave,Costa Mesa,CA,92626,On-Premise,Caterer,Catering,Independent,No Group Assignment
FALSE,The Grand Conquista,2601667,13788 Roswell Ave Ste 200,Chino,CA,91710,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Cooking With Class,2708639,47875 Caleo Bay Dr,La Quinta,CA,92253,On-Premise,Caterer,Catering,Independent,No Group Assignment
FALSE,Jacksons Catering & Events,5520391,1120 Fulton Ave Ste N,Sacramento,CA,95825,On-Premise,Caterer,Catering,Independent,No Group Assignment
FALSE,St George Hotel,5218024,16104 Main St,Volcano,CA,95689,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Cedar House Sport Hotel,2021487,10918 Brockway Rd,Truckee,CA,96161,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Inn At The Opera,5259919,333 Fulton St,San Francisco,CA,94102,On-Premise,Lodging,Luxury Lodging,Shell Hospitality Group Inc,No Group Assignment
FALSE,Homewood Suites,5221451,830 E El Camino Real,Sunnyvale,CA,94087,On-Premise,Lodging,Full Service Lodging,Hilton Worldwide,Homewood Suites
FALSE,Belden Town Resort & Lodge,5260541,14785 Belden Town Rd,Belden,CA,95915,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Mendocino Hotel & Garden Suites,5217923,45080 Main St,Mendocino,CA,95460,On-Premise,Lodging,Luxury Lodging,Independent,No Group Assignment
FALSE,The Redwood Riverwalk Hotel,3503522,1859 Alamar Way,Fortuna,CA,95540,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Parajo Valley Golf Course,5240700,967 Salinas Rd,Watsonville,CA,95076,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Veterans Of Foreign Wars,5523561,9 N Washington St,Sonora,CA,95370,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Lux Pub & Club,7824680,1100 Franklin St,Oakland,CA,94607,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,The 128 Hall & Kitchen,5253200,1123 Grant Ave,Winters,CA,95694,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Celebrities Sports Grill,5236434,127 W 40th St,San Bernardino,CA,92407,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Montanas,5233746,657 W Arrow Hwy,San Dimas,CA,91773,On-Premise,Bar/Nightclub,Country Western,Independent,No Group Assignment
FALSE,Village Sports Bar,2200397,40789 Village Dr,Big Bear Lake,CA,92315,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Boardroom,3647194,160 Hinds Ave Ste 101,Pismo Beach,CA,93449,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,My Yard Live,2389339,288 Rancheros Dr,San Marcos,CA,92069,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Crush Bar & Tap,7299424,1129 State St Ste A,Santa Barbara,CA,93101,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Krobar Craft Distillery,7855419,2174 W Highway 46,Paso Robles,CA,93446,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Kallans Bar & Grill Sugarloaf,5261733,44761 Barton Ln,Sugarloaf,CA,92386,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Safari Restaurant & Bar,5506558,2321 E 1st St,Los Angeles,CA,90033,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,High Roller Tiki Lounge,7198230,433 Alisal Rd,Solvang,CA,93463,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Aspire Lounge,1686136,2500 E Airport Dr Term 2,Ontario,CA,91761,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Fluxx,5501048,500 4th Ave,San Diego,CA,92101,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Dunes,5248760,5625 W Sunset Blvd,Los Angeles,CA,90028,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Theory Nail Lounge,7001796,141 W Foothill Blvd Ste A,Upland,CA,91786,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Black Trumpet Tapas & Wine Bar,7599129,7041 Yorktown Ave Ste 104,Huntington Beach,CA,92648,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Hy Roys,2059592,5050 Heil Ave,Huntington Beach,CA,92649,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Rocket Cafe,5246417,14239 Hawthorne Blvd,Hawthorne,CA,90250,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Warrior,2362862,8909 W Sunset Blvd,West Hollywood,CA,90069,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Hully Gully,5222568,9559 Imperial Hwy,Downey,CA,90242,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,El Baron Nightclub,5523130,8641 Washington Blvd,Culver City,CA,90232,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Last Spot Bar,7823008,317 E Grand Ave Ste C,Escondido,CA,92025,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Bogeys Pizza,5501998,5039 Almaden Expy,San Jose,CA,95118,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,TDs Kitchen,5517509,1492 Almaden Rd Ste A,San Jose,CA,95125,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Nicks Lighthouse,5259847,2815 Taylor St,San Francisco,CA,94133,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Tequilas Mexican Grill & Bar,5516549,15176 Lakeshore Dr,Clearlake,CA,95422,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,La kebrada Mexican Restaurant,7459876,1175 N Fowler Ave Ste 500,Clovis,CA,93611,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Stage 21 Bar & Lounge,5235624,5401 Sepulveda Blvd,Culver City,CA,90230,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Olympic Golf Zone,7582880,6988 Beach Blvd Unit B208,Buena Park,CA,90621,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Chambers Bar & Bistro,7280465,435 W Katella Ave,Anaheim,CA,92802,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Tonys,5236104,2052 Newport Blvd Ste 15,Costa Mesa,CA,92627,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Clancys Sports Bar,5235216,961 N Azusa Ave,Covina,CA,91722,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Tender Trap,5235975,142 W Arrow Hwy,Covina,CA,91722,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Iron Press,7329902,440 S Anaheim Blvd Unit 205,Anaheim,CA,92805,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,La Playa,5518099,1885 Pacific Ave,Long Beach,CA,90806,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Quinns Pub & Grill,5236505,200 Nieto Ave Ste A,Long Beach,CA,90803,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Thai Angel Bar,5515904,149 N Western Ave,Los Angeles,CA,90004,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,El Cortez Mexican Restaurant,5246755,28971 Golden Lantern,Laguna Niguel,CA,92677,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Seven Stills,7698409,100 Hooper St Ste 4,San Francisco,CA,94107,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Magnolia Dogpatch,5516322,2505 3rd St,San Francisco,CA,94107,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Rock Slide Bar & Grill,5245863,5371 Hwy 299,Burnt Ranch,CA,95527,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Holy Diver,5238221,1517 21st St,Sacramento,CA,95811,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Grand Wine Bar,2159931,1600 L St,Sacramento,CA,95814,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,El Guero Mexican Bar & Grill,1976857,73091 Country Club Dr Ste A6,Palm Desert,CA,92260,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Champs Pub,5235037,255 Taylor Rd,Newcastle,CA,95658,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Liege Spirits Lounge,3765353,481 9th St,Oakland,CA,94607,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Dragon Gate Bar & Grill,5520732,300 Broadway,Oakland,CA,94607,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Sante Adairius Rustic Ales,2462710,460 8th St,Oakland,CA,94607,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Soons Lounge,5238169,3449 Fruitvale Ave,Oakland,CA,94602,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,El Cachon Bar,5259644,413 S 7th St,Modesto,CA,95351,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Rootstock,3995591,217 N Santa Cruz Ave Ste B,Los Gatos,CA,95030,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Grassland,5255658,905 Kearny St,San Francisco,CA,94133,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Oda Bar,7378802,1500 Owens St Ste 100,San Francisco,CA,94158,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Renegades,5505831,501 W Taylor St,San Jose,CA,95110,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Fort Point Lower Haight,7406292,701 Haight St,San Francisco,CA,94117,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Maykadeh,5243385,470 Green St,San Francisco,CA,94133,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,ME Gaslight,5256870,233 S White Rd Ste F,San Jose,CA,95127,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Barn,5236443,44560 National Trails Hwy,Newberry Springs,CA,92365,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Badlands,5258767,4121 18th St,San Francisco,CA,94114,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Gustine Club,5252174,431 5th St,Gustine,CA,95322,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,B & B Cocktail Lounge,5258067,5895 Old Highway 53,Clearlake,CA,95422,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Tjs Roadhouse,5518856,520 S Auburn St,Colfax,CA,95713,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Iron Bulldog,5235154,303 Iron Point Rd,Folsom,CA,95630,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Twisted Glasses,1579331,2222 Francisco Dr Ste 230B,El Dorado Hills,CA,95762,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Pick 6 Sports Bar,7569931,3115 Harrison Ave,South Lake Tahoe,CA,96150,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Bronco Wine,2019326,6342 Bystrum Rd,Ceres,CA,95307,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Rey Azteca Taqueria,5519585,6140 Fair Oaks Blvd,Carmichael,CA,95608,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Bull N Mouth,5224581,217 E St,Davis,CA,95616,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,B & C Hideaway,7595109,4156 Appian Way,El Sobrante,CA,94803,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Cherry Island B & G,5235053,2360 Elverta Rd,Elverta,CA,95626,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Mt Shasta Ski Park,7939452,4500 Ski Park Hwy,McCloud,CA,96057,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Porthos Wine,2207541,4326 Redwood Hwy Ste 300,San Rafael,CA,94903,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Il Ristorante Di Giorgio Baldi,5508311,114 W Channel Rd,Santa Monica,CA,90402,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Vintage Reserve Wine,7836418,1552 E Champlain Dr Ste 109,Fresno,CA,93720,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Sodexo Hollywood Bowl,5249886,2301 N Highland Ave,Los Angeles,CA,90068,On-Premise,Caterer,Food Service,Sodexo Inc,Sodexo
FALSE,Angelini Oateria,5520745,7313 Beverly Blvd,Los Angeles,CA,90036,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,V Wine Cellar,764927,6525 Washington St Ste A20,Yountville,CA,94599,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Uovo,7888142,4635 Admiralty Way Ste 105,Marina del Rey,CA,90292,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Single Thread Farms,7502437,131 North St,Healdsburg,CA,95448,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Vino Volo,3733355,1 Airport Dr Terminal 2,Oakland,CA,94621,On-Premise,Bar/Nightclub,Premium Bar,Paradies Lagardere LLC,Vino Volo
FALSE,Riverside Seafood Restaurant,5518621,1201 Vicente St,San Francisco,CA,94116,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,OC Wine Mart & Deli,864973,1691 E Lincoln Ave,Orange,CA,92865,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,E Baldi,2093299,375 N Canon Dr,Beverly Hills,CA,90210,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Uovo,7548488,1320 2nd St Ste A,Santa Monica,CA,90401,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,SF Uncorkd,7255332,Terminal 3 SF Intl Airport,San Francisco,CA,94128,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Ballast Point Brewing & Spirits,5248177,110 N Marina Dr,Long Beach,CA,90803,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Mimmos Italian Village,5247730,1743 India St,San Diego,CA,92101,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Valle Verde Retirement Community,2511517,900 Calle De Los Amigos,Santa Barbara,CA,93105,On-Premise,Other On-Premise,Institution,Independent,No Group Assignment
FALSE,Piccolo Venice,5229040,1616 Abbot Kinney Blvd,Venice,CA,90291,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Napa Valley Wine Train,2576900,801 8th St,Napa,CA,94559,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Hayato,5235506,1320 E 7th St Ste 126,Los Angeles,CA,90021,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Landini Pizzeria,3755348,1827 India St,San Diego,CA,92101,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,In Cucina,7416481,2409 N 1st St,Fresno,CA,93703,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Wolf In The Woods,745910,1920 Fort Stockton Dr,San Diego,CA,92103,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Locanda Portofino,5512795,1110 Montana Ave,Santa Monica,CA,90403,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Velvet 48,7634514,310 Lorton Ave,Burlingame,CA,94010,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,UOVO Pasta,7901570,12833 Ventura Blvd Ste 157,Studio City,CA,91604,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Bodega Wine Bar,5521242,814 Broadway,Santa Monica,CA,90401,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Isola Pizza Bar,5521497,7734 Girard Ave Ste A,La Jolla,CA,92037,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Vinum Bar,7580639,2025 Newpark Mall,Newark,CA,94560,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Lazy Acres Cafe,5262440,306 Meigs Rd,Santa Barbara,CA,93109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Forma Restaurant & Cheese Bar,5500012,1610 Montana Ave,Santa Monica,CA,90403,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,The Wine Steward Bar,7873956,641 Main St,Pleasanton,CA,94566,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Una Mas,5523330,856 Blossom Hill Rd,San Jose,CA,95123,On-Premise,Dining,Casual Dining,Una Mas Restaurants Inc,Una Mas
FALSE,Barrique,1866353,796 Main St,Venice,CA,90291,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Rachada Thai Cuisine,5506324,13416 Imperial Hwy,Santa Fe Springs,CA,90670,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,La Dolce Vita Cafe,5511666,1237 Prospect St Ste P,La Jolla,CA,92037,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Tiburon Wine Bar,3572519,84 Main St,Belvedere Tiburon,CA,94920,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Toro Sushi,5500321,Dolores 5 Se Of 5th,Carmel,CA,93923,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Sigh,7586819,120 W Napa St,Sonoma,CA,95476,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Piacere Mio,7327383,1947 Fern St Ste 12,San Diego,CA,92102,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Mongkut Thai Restaurant,5514738,212 Avenida Del Mar,San Clemente,CA,92672,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Roma Antica,5500471,3242 Scott St,San Francisco,CA,94123,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Dametra Cafe,1985317,841 Beddin St,Carmel by the Sea,CA,93921,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Pizza On Tap,7322060,1825 W Vista Way Ste A2,Vista,CA,92083,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Vino Volo,3955899,18601 Airport Way Ste 240,Santa Ana,CA,92707,On-Premise,Bar/Nightclub,Premium Bar,Paradies Lagardere LLC,Vino Volo
FALSE,Be Bubbly,7040367,1407 2nd St,Napa,CA,94559,On-Premise,Bar/Nightclub,Premium Bar,Independent,No Group Assignment
FALSE,Sotto Mare Gigis Oysteria,2164737,552 Green St,San Francisco,CA,94133,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Restoration Hardware,7827421,1750 Redwood Hwy,Corte Madera,CA,94925,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Neoteca Adriano,5512007,4864 Cass St,San Diego,CA,92109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Ocean Bo Dim Sum Cafe,3418349,3944 Peck Rd Ste B1,El Monte,CA,91732,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,RH Yountville Restaurant,5244374,6725 Washington St,Yountville,CA,94599,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Zinque,5512383,3446 Via Oporto,Newport Beach,CA,92663,On-Premise,Dining,Casual Dining,Zinque Inc,Zinque
FALSE,Via Veneto,5510048,3009 Main St,Santa Monica,CA,90405,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Lidos Pizza,5503733,15232 Victory Blvd,Van Nuys,CA,91411,On-Premise,Dining,Casual Dining,Chi Chis Corporation,No Group Assignment
FALSE,Trenta pizza & cucina,7621100,1661 Superior Ave Ste D,Costa Mesa,CA,92627,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Sol Grill,5250497,2400 W Coast Hwy Ste R,Newport Beach,CA,92663,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,OZ Pizza,5507131,508 Castro St,San Francisco,CA,94114,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Scusa,5255311,2543 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Izabella Ristorante Italian,1667899,3967 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Howells,5514298,2373 Chestnut St,San Francisco,CA,94123,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Your Wine Country Event,7835812,700 Crocker Dr Bays 3 4,Vacaville,CA,95687,On-Premise,Other On-Premise,Special Events,Independent,No Group Assignment
FALSE,The Rockefeller,7608957,1707 S Catalina Ave,Redondo Beach,CA,90277,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Eat This Cafe,3898836,6547 Santa Monica Blvd,Los Angeles,CA,90038,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,On The Vine,7402868,10711 Rosedale Hwy,Bakersfield,CA,93312,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
